Id;Entidad;Ultima_Actualizacion;Domicilio;Localidad;Objeto_Social;Seccionales;CP;Telefono;e_mail;Página_web;Fecha_de_fundacion;Inscripcion DGPJ;Inscripcion_DGPJ(2);Decreto;Nºde_Expediente;Registro_Municipal;Exencion;ayuda_desarrollo_social_al_31/12/2015;Bajas;Suspendidas;Contacto;Anio_de_actualización;Cierre_de_ejercicio_según_estatuto;Cuenta_con_Bienes;Actualizadas;Desactualizadas;Certificados_Retirados;Archivado
1240;PUENTES BARRIALES;01/01/2009;4 BIS E/ 613 Y 614 A - 8 2º C;VILLA ELVIRA;Desarrollo Humano y Solidaridad Social (en general);;;;;;noviembre 20 de 2009;;L: 173108 M: 35573;2080/10;087764/10;1383;;;;;MUÑOZ VELIA TEL: 486-4967;2009 (Declaración Jurada);20 de octubre;;;X;;
1241;AGRUPACION PLATENSES UNIDOS;01/01/2010;137 Nº 855 E/ 523 Y 524;SAN CARLOS;Promoción y Fomento;;1900;;;;6 de Abril 2010;;L: 174360 M: 35804;1752/10;088547/10;1384;;;;;BEVACQUA CARLOS EZEQUIEL;2010 (Declaración Jurada);31 de diciembre;;X;;;
1242;FUNDACION DE EDUCACION SUPERIOR;01/01/2020;DIAG. 80 Nº 723;C. URBANO ESTE;Centros de Estudios;;1900;;webmaster@isci.edu.ar;;marzo 29 de 1996;;L: 118716;1999/10;089674/10;1385;;;;;CASALLI 483-7939;2020 - (Presentó doc. De 2019);31 de diciembre;;X;;2020;
1243;ASOCIACION CIVIL CONCIENCIA, PREVENCION, CULTURA VIAL;01/01/2010;15 Nº 747 PISO 11º ESQ. 47;C. URBANO ESTE;Seguridad Vial;;1900;;;;junio 28 de 2010;;L: 175907 M: 36028;2081/10;092437/10;1386;;;;;CUESTAS HECTOR HUGO TEL: 424-4612/ 15- 5714698;2010;10 de diciembre;;X;;;
1244;CENTRO RECREATIVO INTERCULTURAL DE ARTES;01/01/2012;1 Nº 477 E/ 41 Y 42;C. URBANO ESTE;Centros Culturales;;1900;;crisoleslp@gmail.com;;setiembre de 2006;;L: 157218 M: 32990;2082/10;092867/10;1387;;;;;SORIANO CLAUDIO FABIAN TEL: 423- 5374;2011-2012;30 de junio;;;X;2010;
1245;AGRUPACION CAMPAMENTISTA SCOUT PIONEROS ARGENTINOS;01/01/2010;70 Y 146;LOS HORNOS;Aprendizaje y Educación;;;;;;marzo 30 de 2010;;L: 173663 M: 35611;2079/10;087214/10;1388;;;;;ALVAREZ ROBERTO TEL: 15- 6470439;2010 (Declaración Jurada);8 de marzo;;;X;;
1246;CAMPITO Nº 3 ETERNA JUVENTUD;01/01/2009;66 Y 31;C. URBANO ESTE;Actividades y terapias recreativas;;1900;;;;julio 2 de 2009;;L: 168513 M: 34842;699/11;87213/10;1389;;;;;ELBA ZAPPITELLI TEL: 450-7453;2009 (Inicial);31 de diciembre;;;X;;
1247;ASOCIACION CULTURAL Y DEPORTIVA TUNG JEN;01/01/2009;18 Nº 423;C. URBANO ESTE;Disciplinas Orientales;;1900;;;;28 de Abril 2009;;L: 167494 M: 34535;651/11;092436/10;1390;;;;;TISSONE GISELA TEL: 15- 5966334;2009 (Inicial);30 de mayo;;;X;;
1248;O.N.G PRO - NIÑO;01/01/2009;14 Nº 2582 E/ 84 Y 85;SAN LORENZO;Asistencia Infancia y Adolescencia;;1900;;ongproninio@hotmail.com;;diciembre 19 de 2008;;L: 164666 M: 33770;0372/10;094783/10;1391;;;;;JUANA MARIN TEL: 423-5940;2009 (Inicial);31 de diciembre;;;X;;
1249;CENTRO DE PARTICIPACION LA CASITA;01/01/2009;140 BIS Y DIAGONAL 6;GORINA;Asistencia Infancia y Adolescencia;;1896;;;;noviembre 9 de 2009;;L: 171046 M: 35080;2474/10;091704/10;1393;;;;;FLORES ANGELA CRISTINA TEL: 471-1549 / 15-5640810;2009 (Inicial);31 de diciembre;;;X;;
1250;INTEGRACION COMUNITARIA POR LA SALUD MENTAL UNA MOVIDA DE LOCOS;01/01/2009;10 Nº 531 PISO 8º DTO. C;C. URBANO ESTE;Capacidades Diferentes Mental;;1900;452-6309;movidadelocos@gmail.com/ parissealejandra@yahoo.com.ar;;febrero 18 de 2009;;L: 166652;2454/10;093381/10;1394;;;;;DRA. PATRICIA PAULUC TEL: 15- 5244247;2009 (Inicial);18 de mayo;;;X;;
1251;CENTRO CULTURAL MACA;01/01/2014;DIAGONAL PIRIA Nº 629;VILLA ELISA;Centros Culturales;;1894;487-0618;centroculturalmaca@gmail.com;;setiembre 25 de 2004;;L: 131619 M: 29279;2475/10;095132/10;1395;;SI;;;CEDOLA JULIO 471-1476;2013-2014;25 de setiembre;;;X;;
1252;CENTRO CULTURAL EL VIEJO BAR;01/01/2011;116 Nº 399;C. URBANO ESTE;Centros Culturales;;1900;;nicolascatuzzo@hotmail.com;;junio 1 de 2010;;L: 175605 M: 36005;2469/10;093132/10;1396;;;;;NORA ANOLLES;2010-2011;31 de diciembre;;;X;;
1253;ASOCIACION CIVIL CENTRO CULTURAL, SOCIAL Y DEPORTIVO LA PLATA CORRE;01/01/2009;525 Nº 2966;TOLOSA;Centros Culturales;;1900;;;;octubre 9 de 2009;;L: 171736 M: 35109;2545/10;095780/10;1397;;;;;SILVIA VIVIANA MARTINEZ;2009 (Inicial);1 de ofctubre;;;X;;
1254;UNION VECINAL LOS KOKITOS;01/01/2010;16 S/Nº E/ 86 Y 88;SAN LORENZO;Promoción y Fomento;;1900;;;;julio 5 de 2009;;L: 171750 M: 36033;2546/10;095133/10;1398;;;;;RICARDO ERNESTO GONZALEZ TEL: 15-5019216;2010 (Inicial);30 de setiembre;;X;;;
1255;LOS CHICOS DEL FUTURO;01/01/2010;79 E/ 134 BIS Y 135;SAN LORENZO;Asistencia Infancia y Adolescencia;;1900;;romi-mara@hotmail.com;;17 de Abril 2008;;L: 158056 M: 36064;2547/10;095781/10;1399;;;;;SILVIA SUSANA ACEVEDO TEL: 450-3350;2010 (Inicial);31 de diciembre;;;X;;
1256;CENTRO VECINAL EL TRIUNFO;01/01/2011;524 Nº 4038;SAN CARLOS;Promoción y Fomento;;1900;;clubeltriunfo@gmail.com;;agosto 22 de 1992;;L: 63782 M: 12447;0035/11;095370/10;1400;;;;;JOSE MATIAS TORRES 15 5587214;2010-2011;31 de julio;;;X;;
1257;UNIDAD E INTEGRACION SOCIAL LA PLATA;01/01/2012;65 Nº 275;C. URBANO ESTE;Promoción y Fomento;;1900;;gastonpeh@hotmail.com;;marzo 6 de 2010;;L: 173414 M: 35311;0051/11;093382/10;1401;;;;;JUAN MERINA 15 6098082;2012;31 de diciembre;;;X;;
1258;"CENTRO CULTURAL, SOCIAL, DEPORTIVO Y COMEDOR ""LA MORA NEGRA""";01/01/2010;30 E/ 83 Y 84 S/Nº;SAN LORENZO;Promoción y Fomento;;;;;;junio 1 de 2010;;L: 175179 M: 35775;534/11;092137/10;1402;;;;;GUTIERREZ JOSE ALFREDO TEL: 15- 5666622;2010 (Inicial);31 de diciembre;;;X;;
1259;LO GRUPAL HOY;01/01/2010;20 Nº 2645;GONNET;Centros de Estudios;;1897;;;;febrero 1 de 2001;;L: 107098 M: 22063;0052/11;098737/10;1403;;;;;CRISTIANI ROXANA M.;2009-2010;30 de junio;;X;;;
1260;FECUNDAR;01/01/2009;506 Nº 1739;GONNET;Capacidades Diferentes en General;;1897;;;;agosto11 de 2009;;L: 167212 M: 34272;233/11;096295/10;1404;;;;;ELIDA PEZZA TEL: 484- 2043;2009 (Inicial);31 de diciembre;;;X;;
1261;FUNDACION EDUCARTE;01/01/2010;47 Nº 229 E/ 115 Y 116 DTO. 2º;C. URBANO ESTE;Centros de Estudios;;1900;425-1967;fundacioneducarte@yahoo.com.ar;;setiembre 18 de 2006;;L: 126236;0562/11;098736/10;1405;;;;;LIC. LIDIA. B. RODRIGUEZ;2010;31 de diciembre;;;X;;
1262;ASOCIACION DE PSICOANALISIS DE LA PLATA BIBLIOTECA FREUDIANA;01/01/2018;9 Nº 273 (legal 1 Nº 718);C. URBANO ESTE;Bibliotecas;;1900;;bflp@lpsat.com.ar;;agosto 29 de 1995;;L: 78330 M: 15366;539/11;92869/10;1406;;;;;GUTIERREZ ANA 480-0994;2018;31 de diciembre;;X;;;
1263;GRUPO SINCERIDAD TERCERA EDAD VILLA ELISA;01/01/2009;421 BIS Y 9 (EX 16 Y 37);VILLA ELISA;Actividades y terapias recreativas;;1894;;;;marzo 15 de 1998;;L: 74365 M: 18516;709/11;001081/11;1407;;;;;GIANELLI ANIBAL TEL: 473-2651;2008-2009;20 de diciembre;;;X;;
1264;ASOCIACION CIVIL SIN FINES DE LUCRO DE APOYO A BOMBEROS VILLA ELVIRA;01/01/2010;116 Nº 2958 E/ 92 Y 93;VILLA ELVIRA;Cooperación Sectorial;;;;;;setiembre 16 de 2010;;L: 178215 M: 36431;708/11;096294/10;1408;;;;;HECTOR RUBEN BRANDAN TEL: 15- 4081001;2010 (Declaración Jurada);31 de diciembre;;X;;2011;
1265;CAUSAY;01/01/2011;11 Nº 675/42 nº 633 1º A;C. URBANO ESTE;Atención Adicciones;;1900;;;;agosto 30 de 1990;;L: 55963 M: 10250;1265/11;006891/11;1409;SI;;;;SANTECCHIO JUAN CARLOS TEL: 479-8489 15-4639731/15-5896903;2011;31 de diciembre;;X;;;
1266;ASOCIACION CIVIL CANDILEJITAS;01/01/2011;489 Nº 2657;GONNET;Promoción y Fomento;;1897;;;;diciembre 3 de 2007;;L: 156050 M:32989;1607/11;002784/11;1411;;;;;MONTEIRO OLGA ANGELICA 484-0370;2011;31 de diciembre;;;;;
1267;COPA DE LECHE BETHEL DE ROMERO;01/01/2010;167 Y 531;ROMERO;ASISTENCIA SOCIAL;;;;;;agosto 5 de 2010;;L: 177109 M: 58375;1600/11;007932/11;1412;;;;;BORDON ROSAURA;2010 incial;31 de diciembre;;;;;
1268;FUNDACION PARA LAS ARTES AMIGOS DEL AMIGO AVATAR MEHER BABA;01/01/2012;47 Nº 767;C. URBANO ESTE;Cultural;;1900;;amigosdelamigoamb@gmail.com;;agosto 25 de 2010;;L: 177894 M: 36451;2064/11;9910/11;1413;SI;;;;MERCADIER AUGUSTO 15 5226488 /471-0635;2012;31 de diciembre;;;;;
1269;CENTRO DE EX SOLDADOS CONSCRIPTOS ARGENTINOS, REGION LA PLATA;01/01/2014;46 Nº 2074 E/136 Y 137;SAN CARLOS;Cooperación Sectorial;;1900;;cesca.laplata@yahoo.com.ar;;16 de Abril 2009;;L: 167936 M: 34175;2122/11;11424/11;1414;;;;;NATALE ALBERTO ALDO;2013-2014;30 de junio;;;;;
1270;ESPACIO CULTURAL FAVALORO;01/01/2011;5 Nº 1835;C. URBANO ESTE;Cultural;;1900;422-8351;;;febrero 21 de 2011;;L: 183666 M: 37430;2190/11;012029/11;1415;;;;;TISSERA LAUTARO;2011 INICIAL;31 de diciembre;;;;;
1271;COMUNIDAD INTEGRAL DE FOMENTO SOCIAL Y CUTURAL;01/01/2010;424 E/18 Y 19 Nº 491;VILLA ELISA;Promoción y Fomento;;;;rvega62@yahoo.com.ar;;diciembre 9 de 2010;;L: 180636 M: 37376;2191/11;010622/11;1416;;;;;VEGA RAFAEL ALEJANDRO 15 5413247;2010 INICIAL;30 de noviembre;;;;;
1272;ASOCIACION COMISARIO MERITORIO JUAN VUCETICH;01/01/2010;42 N 538;LA PLATA;Profesiones y Oficios;;1900;;;;mayo 13 de 2006;;L: 144275 M: 31039;2192/11;013280/11;1417;;;;;ESPINDOLA JORGE R. 424-1083;2009-2010;31 de diciembre;;;;;
1273;CENTRO DE AYUDA AL TAXISTA Y AFINES (CATA);01/01/2010;DIAG. 74 Nº 2650;LA PLATA;Profesiones y Oficios;;1900;457-8685;cata-laplata@interlap.com.ar;;mayo 28 de 2004;;L: 129229 M: 28992;2193/11;013279/11;1418;;;;;CABALLERO RAUL D.;2009-2010;30 de junio;;;;;
1274;C EST LAVIE;01/01/2011;55 Nº 458;C. URBANO ESTE;Cultural;;1900;;;;agosto 3 de 2011;;L: 186002 M: 37641;2326/11;013639/11;1419;;;;;SOULE MARIA NATALIA 15 6203491;2011 INICIAL;2 de agosto;;;;;
1275;ASOCIACION PLATENSE DE ESGRIMA;01/01/2011;43 Nº 648;LA PLATA;Deportes en general;;1900;;;;enero 20 de 2011;;L. 181043 M: 37103;2299/11;013966/11;1420;;;;;GARCIA SERGIO RICARDO 489-2938;2011 INICIAL;30 de junio;;;;;
1276;MALAQUIAS;01/01/2011;185 E/517 Y 518;ROMERO;Asistencia en general;;;;;;6 de Abril 2011;;L: 182617 M: 37371;2334/11;011614/11;1421;;;;;MORENO ALBERTO FERNANDO                  15 6110972/4916017;2011 INICIAL;31 de diciembre;;;;;
1277;FUNDACION CIRUGIA CARDIOVASCULAR SAN JUAN DE DIOS;01/01/2010;27 Y 70;LA PLATA;Medicina;;;;;;octubre 6 de 2004;;L: 131366 M: 28747;2424/11;015553/11;1422;;;;;COMO BIRCHE JOSE EDUARDO  155402029;2010;31 de diciembre;;;;;
1278;CENTRO CULTURAL EL PASILLO DE LAS ARTES;01/01/2010;6 Nº 1482;LA PLATA;Cultural;;1900;;;;noviembre 12 de 2010;;falta;2455/11;015552/11;1423;;;;;ARES SANTIAGO;2010 INICIAL FALTA ACTA CONSTITUTIVA E INSCRIPCION EN JURIDICAS;5 de noviembre;;;;;
1279;CENTRO CULTURAL EL BOMBIN;01/01/2011;59 E/12 Y 13 Nº 884;LA PLATA;Cultural;;1900;;;;julio 28 de 2011;;L: 185760 M. 37617;2454/11;014818/11;1424;;;;;BASILICO NICOLAS 15 4209309;2011 INICIAL;31 de diciembre;;;;;
1280;EL REFUGIO DE TOLOSA;01/01/2011;522 E/117 Y 118 Nº 291;TOLOSA;ASISTENCIA SOCIAL;;1900;;;;8 de Abril 2011;;L: 182415 M: 37571;2515/11;013965/11;1426;;;;;CASTRO JOSE ANIBAL 15 4406904/5882222;2011 INICIAL;31 de diciembre;;;;;
1281;CENTRO DE ESTUDIOS Y PROMOCION SOCIAL CONSTRUYENDO EL HOMBRE NUEVO;01/01/2009;5 Nº 1409 E/ 61 Y 62;C. URBANO ESTE;Centros de Estudios;;1900;;;;diciembre 21 de 2009;;L: 172075 M: 35120;703/11;098045/10;1427;;;;;RAFAEL FARACE TEL: 221- 6219525;2009 (Inicial);31 de diciembre;;;X;;
1282;RUNA KAWSAY;01/01/2011;17 E /79 Y 80 Nº 2324;SAN LORENZO;Promoción y Fomento;;1900;;;;julio 4 de 2011;;L: 185217 M: 37602;2514/11;014815/11;1428;;;;;MALONE SILVIA LILIANA 15 6513279;2011 inicial;15 de diciembre;;;;;
1283;AGRUPACION VECINAL DE TEJO VIRGEN DE FATIMA;01/01/2010;72 e/22 y 23 (rambla);SAN LORENZO;Actividades y terapias recreativas;;1900;;;;enero 10 de 2002;;l: 113716 M: 24125;343/12;013638/11;1429;;;;;PAEZ CARLOS 452-0552;2010;31 de diciembre;;;;;
1284;CENTRO CULTURAL SOCIAL Y DEPORTIVO POR SIEMPRE AEROPUERTO;01/01/2010;4 BIS Y 611;VILLA ELVIRA;Actividades y terapias recreativas;;;;;;noviembre 7 de 2010;;L:  183 269  M: 37128;345/12;017779/11;1431;;;;;CORSINI MARCELO FABIAN 15 6063568;2010 inicial;20 de diciembre;;;;;
1285;CENTRO DE FORMACION BETHEL;;;;;;;;;;;;;0602/12;20397/12;1432;;;;;;;;;;;;
1286;ASOCIACION CIVIL JUSTICIA SOCIAL LA PLATA;01/01/2011;83 E/25 Y 26;VILLA ELVIRA;social;;1900;;;;DICIEMBRE 20 DE 2011;;L 190622 M 38619;1618/13;23369/12;1433;;;;;CASTRO LUCAS DANIEL- DIEGO CARBAJO 15 6471760 VOCAL;2011 INICIAL;30 DE DICIEMBRE;;;;;
1287;BANCO ALIMENTARIO;01/01/2017;calle 4 nro. 833  SEDE OPERATIVA  BERISSO 7 (EX 64) Y 125;LA PLATA;ASISTENCIA SOCIAL;;1900;0221-4224988 (presidente);mersiltau@hotmail.com;;noviembre 7 de 2000;;L 107271;1358/12;28674/12;1435;;;;; Pedro Felix María Elizalde;2017;31 de diciembre;;;;;
1288;CENTRO CULTURAL EL OJO ABIERTO;;PERDIERON EL EXPEDIENTE EN GESTION PUBLICA;;CULTURAL;;;;;;;;;1357/12;14929/11;1436;;;;;;;;;;;;
1289;BANCO ALIMENTARIO;;24 Nº 1271 4º b E/57 Y 58;LA PLATA;Promoción y Fomento;;1900;;;;noviembre 9 de 2010;;L: 180371 M: 39058;1362/12;30186/12;1437;;;;;MANDES MARCHEL ENRIQUE;Inicial;30 de noviembre;;;;;
1290;FUNDACION PRO ONNA;;;;;;;;;;;;;1685/12;852183/12;1438;;;;;LUCILA 5405189;;;;;;;
1291;ALMENARA;;;;CULTURAL;;;;;;;;;1212/13;865248/12;1439;;;;;;;;;;;;
1292;LA CATERVA DE CITY BELL;01/01/2018;471 N 1449;CITY BELL;CULTURAL;;;;;;11 de Abril 2012;;L: 189532 M:38745;1223/12;852147/12;1440;;;;;MARIA CONSUELO MACHICOTE 15 5594135;2018;30 de junio;;;;;
1293;;;24 Nº 539;LA PLATA;Cultural;;;;;;JUNIO 26 DE 2012;;L: 194999 M: 39141;1152/13;872397/13;1441;;;;;GISMONDI JORGE HORACIO;Inicial;31 de diciembre;;;;;
1294;UNION ABRIENDO CAMINOS;01/01/2012;70 Nº 2183 E/138 Y 139;LOS HORNOS;Cultural;;1900;;;;OCTUBRE 28 DE 2005;;L: 139612 M: 31051;894/13;875529/13;1442;;;;;MONTEYRO VIVIANA;2012;31 de diciembre;;;;;
1295;DE BUENA MADERA;01/01/2018;15 Nº 1794;LA PLATA;Cultural;;1900;;;;NOVIEMBRE 11 DE 2012;;L:198316 M: 39512;971/13;867880/13;1443;;;;;LOFEUDO ROSANA;2018;31 de diciembre;;;;;
1296;EL GRAN PEZ;01/01/2019;24 Nº 3120;LA PLATA;Promoción y Fomento;;1900;;;;FEBRERO 6 DE 2013;;"L; 199710 M: 39849";966/13;875967/13;1444;;;;;GONZALEZ IÑIGUEZ TOMAS 15-5901825;2019;16 DE JULIO;;X;;2019;
1297;CENTRO DE LA TERCERA EDAD SAN CARLOS;01/01/2012;33 BIS E/147 Y 148;SAN CARLOS;CENTRO DE TERCERA EDAD;;1900;;;;marzo 28 de 2012;;L.192314 M 38790;1666/13;863827/12;1445;;;;;ANA MARIA PIANO 470-4359 VICE;2012 INICIAL;29 DE MARZO;;;;;
1298;CENTRO DE LA TERCERA EDAD SOL DE LA CUMBRE;01/01/2013;33 BIS E/147 Y 148;SAN CARLOS;CENTRO DE TERCERA EDAD;;1900;;;;JUNIO 3 DE 2011;;L 186764 M 38373;1609/13;863825/12;1446;;;;;CLAUDIA GONZALEZ 470-4588;2012-2013;30 DE ABRIL;;;;;
1299;LA LIBERTAD ARTE;01/01/2012;63 N 1136 1/2;LA PLATA;CULTURAL;;1900;;;;AGOSTO 1 DE 2012;;L 195630 M 39423;1665/13;863824/12;1447;;;;;MARCONI ESTEBAN 15 4003981;2012 INICIAL;31 DE JULIO;;;;;
1300;FUNDACION QUARELLO PARA LA REHABILITACION INTEGRAL;01/01/2013;14 A Nº 529;CITY BELL;SALUD;;;;;;NOVIEMBRE 16 DE 2009;;L 172083 M 35180;1634/13;25374/12;1448;;;;;QUARELLO MARIANA LUJAN 011 15 33178538;2012-2013;31 DE AGOSTO;entregado p/exención;;;;
1301;ASOCIACION COMERCIANTES E INDUSTRIALES EN MATERIALES DE CONSTRUCCION ACIMCO;01/01/2016;55 N 737;CASCO URBANO;COMERCIANTES E INDUSTRIALES;;1900;;;;AGOSTO 9 DE 1941;;L 6731;1616/13;28756/12;1449;;;;;JUAN CARLOS VIOLINI 15 5690596;2015-2016 (Falta Certificado de Vigencia);30 DE JUNIO;;;;;
1302;DEL OTRO LADO DEL ARBOL BIBLIOTECA POPULAR;01/01/2017;26 N 1779;LA PLATA;BIBLIOTECA POPULAR;;1900;;;;MAYO 10 DE 2011;;L 183430 M 37169;1635/13;31727/12;1450;;;;;ANDICOECHEA CLAUDIO FABIAN PTE. ORREGO MARIANA SECRETARIA;2017;30 DE ABRIL;;X;;;
1303;CLUB UNIDOS POR GARIBALDI;01/01/2018;8 Nº 835 1ER P. OFIC 108;CASCO URBANO;Deportes en General;;1900;;CLUBUNIDOSPORGARIBALDI@HOTMAIL.COM.AR / mariajunin@yahoo.com.ar;;OCTUBRE 10 DE 2010;;L 179931 M 37110;1715/13;871037/13;1451;;;;;SILVINA (PTE) 15-6260640;2018;15 DE DICIEMBRE;;;;;
1304;CENTRO CULTURAL Y DEPORTIVO DE ARTES MARCIALES SHIA RYU;01/01/2012;63 N 673 E/8 Y 9;CASCO URBANO;ARTES MARCIALES;;1900;;;;JULIO 16 DE 2012;;L 195794 M;1714/13;879096/13;1452;;;;;GORRINI MARIO GUSTAVO 15 5041318;2012 INICIAL;31 DE DICIEMBRE;;;;;
1305;CENTRO RECREATIVO INFANTIL TRICOLORES;01/01/2013;4 esquina 95 s/n;LA PLATA;Deportes en general;;1900;15-4357169;;;41411;;L: 202478 M: 40225;2175/13;892452/13;1454;;;;;BLANCO Mariano 15-4357169;2013;31 de diciembre;;;X;;
1306;CENTRO RURAL DE ARTE;01/01/2015;474 Nº 289;CITY BELL;CULTURAL;;;;;;23 de Abril 2008;;L 158338 M 33176;2397/13;894401/13;1456;;;;;RODRIGUEZ SAIN LARY MARIA;2015 en el acta no está la aprobación del balance;31 DE DICIEMBRE;;;;;
1307;CUIDAR LA VIDA;01/01/2012;DIAG. 80 Nº 423;LA PLATA;VIOLENCIA DE GENERO;;1900;;;;SETIEMBRE 2 DE 2011;;L 188747 M 38121;2402/13;894874/13;1457;;;;;MALDONADO PEDRO MARCELO;2012;31 DE DICIEMBRE;;;;;
1308;ASOCIACION DEL BOSQUE;01/01/2012;3 E/51 Y 53 Nº 967;LA PLATA;SOCIAL;;1900;;;;MARZO 11 DE 2008;;L 157605 M 33372;6996/13;892449/13;1458;;;;;DI CAMILLO ADRIANA;2012;31 DE DICIEMBRE;;;;;
1309;EL LUGAR QUE NOS UNE;01/01/2013;94 Nº 193;LA PLATA;CAPACIDADES DIFERENTES;;;221-3616214 fernando auge;federaciondeceroacien@gmail.com;;JUNIO 3 DE 2013;;L 202900 M 40214;432/14;894873-13;1459;;;;;BARRETO JORGE G. 486-1585;2013 INICIAL;20 DE DICIEMBRE;;;;;
1310;IGLESIA ASAMBLEA DE DIOS PENTECOSTAL DE SANTO TOME;01/01/2011;609 E/16 Y 17;LA PLATA;RELIGIOSA;;1900;;pentecostal554lp@gmail.com;;14 de Abril 2012;;IPJ RES 34/2007;3012/13;903475/13;1460;;;;;PTE: VELAZQUEZ GREGORIO- ENCARGADO Y APODERADO ( 221- 5561345) JUAN CARLOS GARCIA;2011;31 DE DICIEMBRE;;;;;
1311;EN ESO ESTAMOS Y BIBLIOTECA POPULAR COCINA DE IDEAS;01/01/2018;8 Nº 460;LA PLATA;BIBLIOTECA;;1900;;;;SETIEMBRE 3 DE 2012;;L 197376 M 39439;3009/13;887502/13;1461;;;;;RODRIGUEZ COMETA LISANDRO;2018;30 DE JUNIO;;;;;
1312;FUNDACION MAXIMO RENDIMIENTO;01/01/2017;421 Nº 492;VILLA ELISA;DEPORTIVO;;;;;;MAYO 20 DE 2013;;L 202127 M 40143;3010/13;903470/13;1462;SI;;;;RUIZ FERNANDO EUGENIO 473--2340;2017;31 DE DICIEMBRE;;;;;
1313;CONFEDERACION INTERNACIONAL APOYO FAMILIAR;01/01/2013;33 Nº 1078;LA PLATA;NIÑEZ;;1900;;;;MARZO 22 DE 1999;;L 87088 M 19066;3011/13;882039/13;1464;;;;;MON ANA;2012-2013;31 DE MARZO;;;;;
1314;COOPERATIVA TELEFONICA Y OTROS SERVICIOS PUBLICOS Y DE CONSUMO DE ABASTO LTDA.;01/01/2012;208 E/515 Y 516;ABASTO;COOPERATIVA SS. PUBLICOS;;;;;;JULIO 18 DE 1988;;MAT INAES 11586;194/14;902438/13;1465;;;;;RUBEN PERAZO 4914260;2012;31 DE DICIEMBRE;;;;;
1315;EL PUENTE ARTE Y CULTURA;01/01/2015;49 Nº 39;LA PLATA;CULTURAL;;1900;;;;18 de Aril  2012;;L 192860 M 81834;227/14;892450/13;1466;;;;;MARCELO DEMARCHI;2015;31 DE DICIEMBRE;;;;;
1316;LOS DEL FUEGO;01/01/2013;68 Nº1304;LA PLATA;Asistencia en general;;1900;15618-8006;barrena.agustina@gmail.com;;MARZO 5 DE 2013;;L200521;527/14;893912/13;1467;;;;;BARRENA AGUSTINA 15 6188006;2013 INICIAL;30 DE SETIEMBRE;;;;;
1317;;01/01/2013;8 Nº 4737;GONNET;Deportes en general;;;;;;AGOSTO 21 DE 2013;;L204388 M40685;528/14;908423/13;1468;;;;;LUNA MARCELO 15 6205073;2013 INICIAL;31 DE DICIEMBRE;;;;;
1318;ASOCIACION CIVIL FERIANTES 4 DE SETIEMBRE;01/01/2013;118 Nº 2193E/76 Y 77;LA PLATA;ASISTENCIA SOCIAL;;1900;;;;SETIEMBRE 4 DE 2013;;L205724 M40633;526/14;912572/14;1469;;;;;GOMEZ BAUTISTA MAXIMILIANO;2013 INICIAL;20 DE JULIO;;;;;
1319;ROTARY CLUB LA PLATA OESTE;01/01/2015;8 NRO. 1512 LEGAL SEDE REUNIONES C NAVAL 50 NRO. 427;LA PLATA;SOCIAL;;;424-2334;rgenoro@gmail.com  mabelpier@hotmail.com;;OCTUBRE 21 DE 1999;;L 103370 M 20738;1122/14;915993/14;1470;;;;;PTE. HERMANHUGO ALFREDO 484-2052;2014-2015;30 DE JUNIO;;;;;
1320;ASOCIACION DE JUBILADOS DEL IOMA;01/01/2018;59 NRO 1148 1ro. A;LA PLATA;SOCIAL;;;453-3349;alfarohoracio@yahoo.com.ar;;MARZO 15 DE 2012;;l 196699 M 39793;1063/14;922067/14;1471;;;;;GIRDO HIDALGO NORA;2018;31 DE DICIEMBRE;;X;;;
1321;ASOCIACION FELICITAS PARA EL DESARROLLO INTEGRAL DE LA NIÑEZ;01/01/2015;116 NRO 1487 1RO A;LA PLATA;NIÑEZ;;;;;;NOVIEMBRE 3 DE 2012;;L 197679 M 39620;1098/14;922064/14;1472;;;;;RODRIGUEZ ALVARES MARIA EUGENIA;2014-2015;31 DE MARZO;;;;;
1322;TIERRA DE MARIA;01/01/2017;28 E/CANTILO Y 15;CITY BELL;RELIGIOSA;;;;;;OCTUBRE 1RO 2008;;l 160896 M 33396;1078/14;922060/14;1473;;;;;FERRARI TERESA  480-0598;2017;31 DE DICIEMBRE;;;;;
1323;ASOCIACION CIVIL REY DE SALVACION;01/01/2012;38 nro 571;LA PLATA;RELIGIOSA;;;;;;SETIEMBRE 25 DE 2012;;l 199254 M 40239;1099/14;922063/14;1474;;;;;NANCY ANDERSON DE GILES 5056872 ??;2012 INICAL;31 DE DICIEMBRE;;;;;
1324;APADEA LA PLATA (ASOCIACION DE PADRES DE AUTISTAS LA PLATA);01/01/2013;14 nº 2874;GONNET;capacidades diferentes;;;;;;JULIO 25 DE 2007;;L 154904 M 33008;1086/14;915994/14;1475;;;;;JACKELINE DEVAUX 15 5915382/5882384;2013;31 DE DICIEMBRE;;;;;
1325;ASOCIACION DE TERAPISTAS OCUPACIONALES DE LA PROVINCIA DE BUENOS AIRES;01/01/2013;2 NRO 1164;LA PLATA;PROFESIONES Y OTROS;;;15 4810944;atopba@yahoo.com.ar;;JULIO 1RO DE 2011;;L 26604 M 32680;1089/14;902772/13;1476;;;;;SPIDALIERI CLAUDIA 15 4810944;2012-2013;30 DE JUNIO;;;;;
